407835,Jason Lane
405395,Albert Pujols
407296,Carlos Zambrano
134181,Adrian Beltre
285131,Cesar Izturis
424325,David Ross
346795,Endy Chavez
112526,Bartolo Colon
150275,Yorvit Torrealba
