!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592091&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Achter,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595918&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Cole,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Cutter,11,3,0,0,0,1,0,0,0,.333,.333,.000,.333
,,,Split,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=453184&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brad Lincoln,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,28,4,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,24,3,1,1,0,1,0,0,0,.333,.333,.000,.500
,,,Change,10,3,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,9,7,2,0,0,2,0,0,0,.286,.286,.000,.400
,,,Cutter,3,2,0,0,0,0,1,0,0,.500,1.000,.500,.500
,,,Split,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502748&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brad Peacock,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,14,5,2,1,0,1,0,0,0,.200,.200,.000,.333
,,,Sinker,7,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,8,3,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502166&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brad Mills,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,15,2,1,1,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,7,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=623364&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brad Wieck,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=430957&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brad Snyder,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,95,23,12,2,1,3,0,0,1,.174,.304,.130,.300
,,,Sinker,104,19,0,3,0,3,2,0,1,.316,.579,.263,.278
,,,Change,64,9,3,3,0,2,1,0,0,.333,.444,.111,.500
,,,Slider,36,13,8,0,0,0,0,0,1,.077,.308,.231,.000
,,,Curve,42,6,2,1,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,18,4,3,0,0,1,0,0,0,.250,.250,.000,1.000
,,,Split,9,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543543&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brad Miller,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2648,497,143,95,1,77,30,3,16,.254,.423,.169,.325
,,,Sinker,1328,322,42,50,0,61,18,4,12,.295,.488,.193,.310
,,,Change,909,245,40,17,0,38,14,2,10,.261,.457,.196,.277
,,,Slider,743,227,94,8,3,22,7,5,13,.207,.454,.247,.283
,,,Curve,685,155,48,8,0,14,8,3,8,.213,.458,.245,.253
,,,Cutter,449,105,29,9,1,14,6,1,5,.248,.467,.219,.296
,,,Split,264,92,27,0,0,10,3,0,2,.163,.261,.098,.206
,,,Knuckler,81,19,3,2,0,2,4,0,1,.368,.737,.368,.400
,,,Screwball,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,11,4,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=446899&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brad Ziegler,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,14,5,2,0,0,1,0,0,0,.200,.200,.000,.333
,,,Change,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=640463&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Braden Shipley,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,49,7,1,0,0,1,1,0,0,.286,.429,.143,.333
,,,Sinker,16,7,1,0,0,1,0,0,0,.143,.143,.000,.167
,,,Change,5,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,18,5,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,3,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,11,4,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543266&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Bradin Hagens,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607170&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brady Dragmire,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=605548&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Bradley Zimmer,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,553,104,39,13,0,15,4,1,0,.192,.250,.058,.308
,,,Sinker,262,71,15,7,0,13,7,0,3,.324,.549,.225,.377
,,,Change,167,39,19,5,1,5,2,0,1,.205,.333,.128,.368
,,,Slider,191,47,24,1,0,6,1,1,1,.192,.319,.128,.364
,,,Curve,149,33,19,2,1,4,1,0,1,.182,.303,.121,.385
,,,Cutter,65,17,7,3,0,1,0,0,1,.118,.294,.177,.111
,,,Split,30,6,3,0,0,2,0,0,0,.333,.333,.000,.667
,,,Slow Curve,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=572086&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brady Rodgers,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=450315&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Allen,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,511,103,40,17,0,11,4,0,5,.194,.379,.185,.259
,,,Sinker,333,56,7,8,0,8,6,1,3,.321,.625,.304,.326
,,,Change,174,48,21,2,0,5,4,0,1,.208,.354,.146,.346
,,,Slider,148,36,23,0,1,1,1,0,3,.139,.417,.278,.200
,,,Curve,160,28,10,1,0,3,2,2,0,.250,.464,.214,.389
,,,Cutter,64,16,7,3,0,5,0,0,0,.313,.313,.000,.556
,,,Split,70,16,7,4,0,2,0,0,0,.125,.125,.000,.222
,,,Knuckler,9,3,1,0,0,0,1,0,0,.333,.667,.333,.500
,,,Slow Curve,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=572038&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Branden Pinder,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1,1,0,0,0,0,1,0,0,1.000,2.000,1.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=572702&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Bantz,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=545404&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Beachy,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,88,21,12,0,0,2,1,0,0,.143,.191,.048,.333
,,,Sinker,74,18,5,2,0,3,0,0,0,.167,.167,.000,.231
,,,Change,5,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Slider,49,12,9,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,18,5,4,0,0,1,0,0,0,.200,.200,.000,1.000
,,,Cutter,15,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=488681&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Barnes,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1309,246,99,19,3,33,10,3,7,.215,.366,.150,.329
,,,Sinker,617,163,28,11,2,26,10,3,4,.264,.436,.172,.298
,,,Change,135,38,17,2,1,4,2,0,1,.184,.316,.132,.300
,,,Slider,734,208,59,4,0,33,6,3,3,.216,.317,.101,.288
,,,Curve,240,87,30,1,0,13,5,1,1,.230,.345,.115,.339
,,,Cutter,264,70,16,2,1,17,4,0,1,.314,.414,.100,.396
,,,Split,41,12,3,0,0,1,1,0,0,.167,.250,.083,.222
,,,Knuckler,27,5,0,1,1,1,0,0,0,.200,.200,.000,.200
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592165&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Brennan,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592238&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Cumpton,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,38,7,1,1,0,2,0,0,0,.286,.286,.000,.333
,,,Sinker,27,4,2,1,0,0,0,0,0,.000,.000,.000,.000
,,,Change,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,14,5,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,4,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,5,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=594792&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Cunniff,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641525&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Dixon,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,112,26,8,3,0,4,1,0,2,.269,.539,.269,.313
,,,Sinker,17,6,0,0,0,2,0,0,0,.333,.333,.000,.333
,,,Change,9,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,57,11,8,3,0,1,0,0,0,.091,.091,.000,.333
,,,Curve,28,8,2,0,0,2,2,0,1,.625,1.250,.625,.800
,,,Cutter,18,3,1,1,0,1,0,0,1,.667,1.667,1.000,1.000
,,,Knuckler,7,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=605232&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Finnegan,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,93,17,7,1,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,73,26,6,0,0,3,0,0,0,.115,.115,.000,.150
,,,Change,14,3,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,15,4,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,22,5,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,11,4,0,0,0,0,1,0,0,.250,.500,.250,.250
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=474832&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Belt,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4056,815,234,130,2,124,56,10,32,.272,.483,.211,.346
,,,Sinker,1890,406,70,63,0,95,27,4,19,.357,.584,.227,.398
,,,Change,1385,329,61,37,0,57,26,2,13,.298,.508,.210,.333
,,,Slider,1114,243,106,26,3,19,14,1,11,.185,.387,.202,.270
,,,Curve,1192,221,82,19,3,27,12,3,5,.213,.362,.149,.313
,,,Cutter,780,172,37,22,4,31,12,2,2,.273,.401,.128,.338
,,,Split,220,72,18,3,0,16,4,1,5,.361,.653,.292,.429
,,,Knuckler,50,9,2,1,0,1,0,0,0,.111,.111,.000,.143
,,,Screwball,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,16,3,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=460156&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Gomes,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543063&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Crawford,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,3687,803,159,83,4,112,55,5,28,.249,.435,.186,.279
,,,Sinker,2414,603,64,73,3,128,39,8,9,.305,.441,.136,.330
,,,Change,1770,416,82,14,3,67,15,5,7,.226,.337,.111,.266
,,,Slider,989,260,109,12,1,26,15,3,3,.181,.296,.115,.297
,,,Curve,1206,304,82,16,7,56,12,3,6,.253,.372,.118,.329
,,,Cutter,796,186,36,8,6,34,11,3,7,.296,.500,.204,.336
,,,Split,238,57,14,2,0,6,3,0,1,.175,.281,.105,.214
,,,Knuckler,50,13,4,0,0,1,0,0,0,.077,.077,.000,.111
,,,Slow Curve,12,3,1,0,0,0,0,0,1,.333,1.333,1.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592273&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Drury,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1116,251,46,22,1,41,25,3,6,.299,.494,.195,.347
,,,Sinker,615,155,31,6,7,28,12,0,4,.284,.439,.155,.333
,,,Change,161,43,12,4,0,7,3,0,3,.302,.581,.279,.357
,,,Slider,715,165,36,13,0,25,8,0,5,.230,.370,.139,.266
,,,Curve,334,75,22,2,0,11,8,0,3,.293,.520,.227,.380
,,,Cutter,197,49,13,3,0,10,1,0,2,.265,.408,.143,.324
,,,Split,36,12,5,2,0,0,0,0,1,.083,.333,.250,.000
,,,Knuckler,12,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=446386&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Guyer,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,949,241,54,21,7,29,13,1,4,.195,.307,.112,.235
,,,Sinker,424,118,7,8,8,28,8,1,1,.322,.432,.110,.336
,,,Change,90,20,6,1,5,4,1,0,0,.250,.300,.050,.357
,,,Slider,491,102,29,3,2,16,4,0,1,.206,.275,.069,.278
,,,Curve,227,37,15,1,1,3,2,0,0,.135,.189,.054,.227
,,,Cutter,181,37,5,3,2,7,2,0,0,.243,.297,.054,.281
,,,Split,38,6,4,0,1,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,63,13,4,1,1,2,0,0,0,.154,.154,.000,.222
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=518794&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Hicks,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,354,82,15,8,1,8,4,0,1,.159,.244,.085,.182
,,,Sinker,246,56,13,8,1,13,1,0,1,.268,.339,.071,.333
,,,Change,54,13,10,1,0,0,1,0,0,.077,.154,.077,.333
,,,Slider,227,52,26,1,0,3,2,1,2,.154,.346,.192,.250
,,,Curve,116,20,13,3,1,0,1,0,1,.100,.300,.200,.167
,,,Cutter,69,19,8,0,0,1,1,0,1,.158,.368,.211,.200
,,,Split,7,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,7,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=477186&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Laird,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,296,57,15,10,0,6,8,0,3,.298,.597,.298,.359
,,,Sinker,113,30,6,0,0,3,0,0,2,.167,.367,.200,.136
,,,Change,33,5,2,1,0,0,1,0,0,.200,.400,.200,.333
,,,Slider,149,29,14,0,0,4,1,0,0,.172,.207,.035,.333
,,,Curve,72,22,1,0,3,7,0,0,3,.455,.864,.409,.389
,,,Cutter,17,4,2,0,0,1,0,0,0,.250,.250,.000,.500
,,,Split,18,6,2,1,0,0,1,0,0,.167,.333,.167,.250
,,,Knuckler,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=445213&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Kintzler,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,8,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=434181&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon League,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=407193&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Lyon,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Sinker,4,1,0,0,0,0,1,0,0,1.000,2.000,1.000,1.000
,,,Slider,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=276346&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Inge,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2684,521,132,73,8,62,21,3,20,.204,.370,.167,.233
,,,Sinker,1537,350,37,36,16,92,19,2,5,.337,.446,.109,.367
,,,Change,367,92,45,5,1,5,2,0,0,.076,.098,.022,.149
,,,Slider,1542,361,151,16,1,34,14,3,9,.166,.296,.130,.254
,,,Curve,736,156,68,0,2,18,1,0,2,.135,.180,.045,.221
,,,Cutter,623,154,34,12,1,29,5,1,5,.260,.403,.143,.304
,,,Split,148,38,22,2,1,4,0,0,0,.105,.105,.000,.250
,,,Knuckler,55,18,5,0,0,5,1,0,0,.333,.389,.056,.462
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=448167&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Mann,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543506&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Maurer,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=435221&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon McCarthy,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,290,54,23,5,0,2,2,0,0,.074,.111,.037,.129
,,,Sinker,115,19,4,2,0,1,0,0,0,.053,.053,.000,.067
,,,Change,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,43,17,10,0,0,3,0,0,0,.177,.177,.000,.429
,,,Curve,29,13,8,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,27,7,5,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=453344&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Morrow,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,49,10,9,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,20,6,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,9,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,8,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,4,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607043&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Nimmo,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,767,140,43,34,5,22,5,4,7,.271,.514,.243,.344
,,,Sinker,277,66,15,5,2,15,6,0,5,.394,.712,.318,.457
,,,Change,215,52,9,4,0,8,2,1,2,.250,.442,.192,.268
,,,Slider,197,29,18,6,2,3,1,0,1,.172,.310,.138,.400
,,,Curve,210,39,17,1,1,4,2,1,0,.180,.282,.103,.318
,,,Cutter,105,21,3,4,1,4,1,0,0,.238,.286,.048,.278
,,,Split,47,12,1,0,0,5,0,0,0,.417,.417,.000,.455
,,,Knuckler,13,3,1,0,0,1,1,0,0,.667,1.000,.333,1.000
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=474319&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Brandon Snyder,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,263,48,21,9,1,4,0,0,1,.104,.167,.063,.154
,,,Sinker,115,27,4,3,0,7,1,0,0,.296,.333,.037,.348
,,,Change,33,9,5,0,0,0,0,0,1,.111,.444,.333,.000
,,,Slider,130,31,12,1,0,3,1,1,1,.194,.387,.194,.278
,,,Curve,79,15,7,0,2,2,1,0,0,.200,.267,.067,.375
,,,Cutter,35,6,1,0,0,1,0,0,0,.167,.167,.000,.200
,,,Split,6,2,0,0,0,1,0,0,0,.500,.500,.000,.500
,,,Knuckler,11,1,0,1,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
