!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592091&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Achter,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595918&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Cole,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Cutter,581,129,28,5,0,16,3,0,6,.194,.357,.163,.200
,,,Split,147,40,18,1,1,4,1,0,1,.150,.250,.100,.238
,,,Knuckler,41,13,4,0,0,0,0,0,3,.231,.923,.692,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543242&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,J.R. Graham,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595375&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Joshua Riddle,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,489,85,22,10,0,19,7,0,4,.353,.577,.224,.441
,,,Sinker,269,66,16,2,0,9,4,1,2,.242,.424,.182,.292
,,,Change,154,42,4,1,0,9,1,1,0,.262,.333,.071,.290
,,,Slider,180,64,19,1,0,10,5,0,0,.234,.313,.078,.333
,,,Curve,128,45,9,0,0,10,0,0,1,.244,.311,.067,.286
,,,Cutter,80,24,5,0,0,2,0,0,0,.083,.083,.000,.105
,,,Split,17,6,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,12,3,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=605240&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jace Fry,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592663&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,J.T. Realmuto,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2482,581,103,51,3,101,42,5,20,.289,.482,.193,.323
,,,Sinker,1440,375,36,17,8,85,24,3,8,.320,.464,.144,.338
,,,Change,595,166,38,6,2,31,10,2,3,.277,.416,.139,.344
,,,Slider,1432,349,92,12,5,69,15,2,8,.269,.393,.123,.345
,,,Curve,601,127,26,1,1,22,4,2,4,.252,.409,.158,.289
,,,Cutter,399,100,24,4,0,12,5,2,5,.240,.480,.240,.268
,,,Split,125,41,16,2,1,2,1,0,0,.073,.098,.024,.120
,,,Knuckler,27,7,1,0,0,2,1,0,0,.429,.571,.143,.500
,,,Slow Curve,4,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=518466&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jabari Blash,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,628,131,50,30,0,15,4,0,8,.206,.420,.214,.260
,,,Sinker,292,61,22,9,6,12,2,0,1,.246,.328,.082,.368
,,,Change,124,24,9,1,0,4,0,0,1,.208,.333,.125,.286
,,,Slider,289,56,30,5,1,3,1,0,1,.089,.161,.071,.160
,,,Curve,136,32,17,1,0,4,1,0,2,.219,.438,.219,.385
,,,Cutter,81,12,5,3,0,1,2,0,0,.250,.417,.167,.429
,,,Split,16,2,2,1,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=429666&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,J.J. Hardy,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,8386,1670,279,162,2,273,88,9,68,.262,.448,.186,.280
,,,Sinker,4454,984,98,78,8,194,55,2,26,.282,.421,.139,.292
,,,Change,1700,468,70,19,0,81,29,0,10,.256,.383,.126,.284
,,,Slider,3118,920,216,25,1,144,35,1,22,.220,.332,.112,.264
,,,Curve,1661,430,111,14,0,66,18,0,14,.228,.367,.140,.275
,,,Cutter,1417,385,49,14,0,80,21,0,9,.286,.410,.125,.309
,,,Split,330,99,22,4,1,17,1,0,1,.192,.232,.040,.237
,,,Knuckler,106,34,4,0,0,5,3,0,2,.294,.559,.265,.286
,,,Screwball,6,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,9,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=656427&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jack Flaherty,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,75,12,6,0,0,2,0,0,0,.167,.167,.000,.333
,,,Sinker,15,4,2,0,0,1,0,0,0,.250,.250,.000,.500
,,,Change,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,11,3,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,10,3,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,5,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607054&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jace Peterson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2168,434,66,82,0,83,22,4,5,.263,.366,.104,.300
,,,Sinker,1180,288,43,36,1,52,12,2,1,.233,.299,.066,.271
,,,Change,687,170,36,6,0,22,6,1,5,.200,.335,.135,.225
,,,Slider,715,170,72,12,1,23,8,2,3,.212,.335,.124,.347
,,,Curve,679,122,55,4,2,13,4,1,0,.148,.197,.049,.269
,,,Cutter,302,66,15,6,3,10,3,0,3,.242,.424,.182,.271
,,,Split,122,29,6,3,0,4,3,0,0,.241,.345,.103,.304
,,,Knuckler,6,3,1,0,0,1,0,0,0,.333,.333,.000,.500
,,,Slow Curve,5,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=605333&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jack Leathersich,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595373&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jack Reinheimer,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,199,42,6,8,3,10,1,0,1,.286,.381,.095,.314
,,,Sinker,34,7,0,2,1,1,1,0,0,.286,.429,.143,.286
,,,Change,43,6,2,2,0,1,0,0,0,.167,.167,.000,.250
,,,Slider,50,11,4,1,0,3,0,0,0,.273,.273,.000,.429
,,,Curve,30,4,1,1,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,8,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,4,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=623451&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jackson Stephens,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,18,4,1,1,0,1,0,0,0,.250,.250,.000,.333
,,,Sinker,8,3,2,0,0,1,0,0,0,.333,.333,.000,1.000
,,,Slider,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=435219&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jack Hannahan,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,3002,530,153,94,4,90,23,0,7,.226,.309,.083,.305
,,,Sinker,1712,385,59,55,4,68,30,1,2,.262,.361,.099,.306
,,,Change,669,163,28,12,0,29,13,0,3,.276,.411,.135,.318
,,,Slider,765,204,79,12,1,25,7,2,7,.201,.358,.157,.288
,,,Curve,692,140,64,2,2,12,7,2,4,.179,.343,.164,.292
,,,Cutter,537,145,30,12,1,23,7,0,2,.221,.310,.090,.266
,,,Split,140,41,13,0,0,3,3,0,1,.171,.317,.146,.222
,,,Knuckler,32,5,0,2,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,7,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=519425&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jackson Williams,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,99,21,7,3,0,3,2,0,0,.238,.333,.095,.357
,,,Sinker,36,12,3,1,0,1,0,0,0,.083,.083,.000,.111
,,,Change,9,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,42,8,2,1,0,1,0,0,1,.250,.625,.375,.200
,,,Curve,12,3,2,1,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,20,5,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=606930&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jacob Barnes,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,6,0,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=598265&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jackie Bradley,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,3159,646,175,94,14,92,36,7,21,.242,.416,.175,.300
,,,Sinker,1565,352,47,41,10,78,20,3,10,.315,.474,.159,.342
,,,Change,955,247,70,15,2,28,7,2,9,.186,.340,.154,.220
,,,Slider,1217,305,124,14,6,33,13,2,11,.193,.357,.164,.282
,,,Curve,982,214,83,6,3,27,11,0,5,.201,.322,.122,.302
,,,Cutter,571,133,37,14,1,22,11,3,5,.308,.549,.241,.396
,,,Split,271,65,19,3,2,4,2,0,0,.092,.123,.031,.130
,,,Knuckler,104,24,8,2,0,2,0,0,1,.125,.250,.125,.133
,,,Slow Curve,6,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607188&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jacob Faria,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=594798&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jacob deGrom,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,376,81,26,9,0,15,3,0,0,.222,.259,.037,.327
,,,Sinker,258,69,6,2,0,12,2,0,1,.217,.290,.073,.226
,,,Change,57,22,3,0,0,2,0,0,0,.091,.091,.000,.105
,,,Slider,96,37,21,0,0,4,0,0,0,.108,.108,.000,.250
,,,Curve,97,24,14,0,0,2,0,0,0,.083,.083,.000,.200
,,,Cutter,48,16,2,0,0,3,0,0,0,.188,.188,.000,.214
,,,Split,20,4,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,5,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=605338&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jacob Lindgren,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595238&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jacob Hannemann,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,66,17,4,0,0,4,1,0,1,.353,.588,.235,.417
,,,Sinker,37,10,1,0,0,2,1,0,0,.300,.400,.100,.333
,,,Change,16,3,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,23,5,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,9,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,4,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Split,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641924&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jacob Nottingham,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,99,20,7,2,0,0,3,0,0,.150,.300,.150,.231
,,,Sinker,27,5,1,0,0,1,0,0,0,.200,.200,.000,.250
,,,Change,16,4,2,0,0,1,0,0,0,.250,.250,.000,.500
,,,Slider,47,17,5,0,0,3,0,0,1,.235,.412,.177,.273
,,,Curve,7,3,0,0,0,2,0,0,0,.667,.667,.000,.667
,,,Cutter,6,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Screwball,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=594576&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jacob May,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,126,32,10,3,1,3,2,1,0,.188,.313,.125,.273
,,,Sinker,47,11,3,0,0,2,0,0,0,.182,.182,.000,.250
,,,Change,46,8,1,0,0,1,0,0,0,.125,.125,.000,.143
,,,Slider,22,6,6,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,15,3,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,28,5,1,1,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=642008&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jacob Rhame,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607732&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jacob Stallings,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,42,10,2,0,0,2,2,0,0,.400,.600,.200,.500
,,,Sinker,31,8,1,0,0,1,0,0,0,.125,.125,.000,.143
,,,Change,17,7,2,0,0,2,0,0,0,.286,.286,.000,.400
,,,Slider,21,4,0,1,0,3,1,0,0,1.000,1.250,.250,1.000
,,,Curve,10,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,17,3,1,0,0,1,0,0,0,.333,.333,.000,.500
,,,Split,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=545363&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jacob Turner,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,160,33,17,1,0,1,1,0,0,.061,.091,.030,.125
,,,Sinker,75,15,3,1,0,2,1,1,0,.267,.467,.200,.333
,,,Change,9,3,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,24,7,3,0,0,1,0,0,0,.143,.143,.000,.250
,,,Curve,35,12,9,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,13,3,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=666561&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jae-gyun Hwang,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,88,18,3,4,0,2,1,0,0,.167,.222,.056,.200
,,,Sinker,43,9,3,1,0,1,0,0,1,.222,.556,.333,.200
,,,Change,30,4,1,0,0,1,0,0,0,.250,.250,.000,.333
,,,Slider,57,13,6,0,0,2,0,0,0,.154,.154,.000,.286
,,,Curve,20,5,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,19,7,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592444&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jacoby Jones,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,714,163,63,13,1,22,7,3,2,.209,.325,.117,.327
,,,Sinker,280,63,15,3,4,12,2,1,2,.270,.429,.159,.326
,,,Change,154,45,11,3,1,7,2,1,1,.244,.400,.156,.303
,,,Slider,409,114,39,2,2,13,8,0,1,.193,.290,.097,.284
,,,Curve,182,52,24,1,3,5,3,0,1,.173,.289,.115,.296
,,,Cutter,82,25,2,3,0,7,2,0,1,.400,.600,.200,.409
,,,Split,25,6,2,0,0,1,0,0,0,.167,.167,.000,.250
,,,Knuckler,13,4,1,0,0,1,0,0,0,.250,.250,.000,.333
,,,Screwball,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=642545&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jaime Barria,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543094&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jaff Decker,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,517,83,20,22,1,13,5,2,3,.277,.494,.217,.333
,,,Sinker,290,62,6,11,0,11,4,0,1,.258,.371,.113,.273
,,,Change,159,42,11,1,0,7,1,0,1,.214,.310,.095,.267
,,,Slider,186,42,19,6,1,3,0,0,0,.071,.071,.000,.130
,,,Curve,122,22,7,1,0,6,2,0,0,.364,.455,.091,.533
,,,Cutter,40,13,3,0,0,2,0,0,0,.154,.154,.000,.200
,,,Split,35,10,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Screwball,1,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Slow Curve,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=621289&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jaime Schultz,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=448802&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jaime Garcia,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,553,107,38,8,1,11,1,0,0,.112,.122,.009,.174
,,,Sinker,347,92,19,4,0,14,2,1,1,.196,.272,.076,.236
,,,Change,85,17,9,1,0,1,0,0,1,.118,.294,.177,.143
,,,Slider,114,39,19,0,0,3,0,0,0,.077,.077,.000,.150
,,,Curve,123,37,14,0,0,4,0,0,1,.135,.216,.081,.182
,,,Cutter,45,17,3,0,0,4,0,0,0,.235,.235,.000,.286
,,,Split,9,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,4,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=453056&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jacoby Ellsbury,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,8214,1812,215,223,17,398,101,19,35,.305,.440,.135,.332
,,,Sinker,4321,1119,107,95,12,240,63,15,27,.308,.464,.156,.323
,,,Change,1782,501,64,18,3,95,24,2,14,.270,.409,.140,.286
,,,Slider,2199,543,157,19,1,94,20,3,13,.239,.359,.120,.314
,,,Curve,2046,432,117,10,7,75,11,6,5,.225,.313,.088,.297
,,,Cutter,1330,338,64,13,5,65,18,2,5,.266,.376,.110,.316
,,,Split,426,134,26,4,1,20,9,1,4,.254,.425,.172,.289
,,,Knuckler,150,38,9,4,0,6,2,0,1,.237,.368,.132,.286
,,,Slow Curve,16,5,0,0,0,1,0,0,0,.200,.200,.000,.200
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=446003&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jairo Asencio,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=457453&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jair Jurrjens,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,489,75,30,14,0,8,1,1,0,.133,.173,.040,.222
,,,Sinker,235,51,10,3,1,7,2,0,0,.177,.216,.039,.220
,,,Change,40,10,2,1,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,90,35,6,0,0,2,0,0,0,.057,.057,.000,.069
,,,Curve,64,25,15,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,44,14,3,0,0,3,0,0,0,.214,.214,.000,.273
,,,Split,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,6,3,0,0,0,1,0,0,0,.333,.333,.000,.333
,,,Slow Curve,2,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=545064&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jairo Diaz,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607951&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jairo Labourt,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=453562&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jake Arrieta,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,541,104,49,6,1,13,4,2,6,.240,.490,.250,.388
,,,Sinker,359,74,27,5,0,11,1,2,2,.216,.365,.149,.311
,,,Change,55,13,7,0,0,1,0,0,0,.077,.077,.000,.167
,,,Slider,152,59,41,0,0,5,0,0,0,.085,.085,.000,.278
,,,Curve,109,29,21,1,0,3,0,0,0,.103,.103,.000,.375
,,,Cutter,81,22,9,0,0,3,0,0,0,.136,.136,.000,.231
,,,Split,5,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,7,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=545332&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jake Barrett,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641343&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Jake Bauers,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,140,20,3,7,0,4,1,1,1,.350,.650,.300,.375
,,,Sinker,64,14,2,4,0,2,3,0,1,.429,.857,.429,.455
,,,Change,62,14,3,2,0,0,1,0,0,.071,.143,.071,.091
,,,Slider,50,10,3,2,0,3,0,1,0,.400,.600,.200,.571
